id,name,town,district,region,latitude,longitude,phone,website,specialty,created_at,updated_at,photo,category
540,Siloam Hospital,Kwadaso,Kumasi Metropolitan,Ashanti,6.70008,-1.66115,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
541,Sir Gibrine Memorial Clinic,Asawase,Kumasi Metropolitan,Ashanti,6.70138,-1.60467,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
542,Sir Gibrinnes Clinic,Akrome,Kumasi Metropolitan,Ashanti,6.70798,-1.57989,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
543,Sir Gilbrenes Memorial Health Centre,Sepe-Tinpom,Kumasi Metropolitan,Ashanti,6.70798,-1.57989,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
544,SOS Home Clinic,New Suame,Kumasi Metropolitan,Ashanti,6.71352,-1.63055,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
545,St. Annes Clinic,Atonsu,Kumasi Metropolitan,Ashanti,6.64886,-1.59209,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
546,St. Anthony Hospital,Asuogya,Kumasi Metropolitan,Ashanti,6.72642,-1.64531,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
547,St. Edward Clinic,Amakom,Kumasi Metropolitan,Ashanti,6.68972,-1.61009,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
548,St. Helena Maternity Home,Anwiam,Kumasi Metropolitan,Ashanti,6.69352,-1.54722,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
549,St. John's Clinic,Old Tafo,Kumasi Metropolitan,Ashanti,6.72912,-1.61643,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
550,St. Joseph Clinic,Krofrom,Kumasi Metropolitan,Ashanti,6.71571,-1.61472,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
551,St. Marku's Hospital,Asokwa,Kumasi Metropolitan,Ashanti,6.67022,-1.60013,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
552,St. Paul's Clinic,Tafo Zongo,Kumasi Metropolitan,Ashanti,6.73484,-1.60967,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
553,Stadium Clinic,Amakom,Kumasi Metropolitan,Ashanti,6.63487,-1.60536,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
554,Suame Hospital,Old Tafo,Kumasi Metropolitan,Ashanti,6.73402,-1.61316,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
555,Sunkwa Clinic,Anloga,Kumasi Metropolitan,Ashanti,6.67802,-1.59245,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
556,Suntreso Government Hospital,Suntreso,Kumasi Metropolitan,Ashanti,6.70243,-1.64223,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
557,Tafo Government Hospital,Tafo,Kumasi Metropolitan,Ashanti,6.72554,-1.61317,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
558,Tafo Nhyiaeso Homeopatic Clinic,Tafo Nhyiaeso,Kumasi Metropolitan,Ashanti,6.71852,-1.61175,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
559,The Word Maternity Home,Mile 4- Old Tafo,Kumasi Metropolitan,Ashanti,6.73629,-1.61189,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
560,Tinkwama Maternity Home,Asuogya,Kumasi Metropolitan,Ashanti,6.72516,-1.64419,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
561,Trust Care Specialist Hospital,South Suntreso,Kumasi Metropolitan,Ashanti,6.69042,-1.63979,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
562,Turkson Memorial Maternity Home,Old Suame,Kumasi Metropolitan,Ashanti,6.71613,-1.62977,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
563,Twumasi Memorial Hospital,Asokwa,Kumasi Metropolitan,Ashanti,6.67157,-1.60489,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
564,VAG Clinic,Manhyia,Kumasi Metropolitan,Ashanti,6.70121,-1.61249,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
565,Vibro Maternity Home and Clinic,Anwomase-Bebre,Kumasi Metropolitan,Ashanti,6.69609,-1.53127,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
566,Victory Clinic and Maternity Home,Ayigya,Kumasi Metropolitan,Ashanti,6.68806,-1.57589,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
567,Vincent Clinic,Abed-Pankrono,Kumasi Metropolitan,Ashanti,6.75315,-1.61293,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
568,Washie Hospital,Ahodwo Kumasi,Kumasi Metropolitan,Ashanti,6.65263,-1.61921,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
569,Washington Clinic,Old Tafo,Kumasi Metropolitan,Ashanti,6.72868,-1.61237,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
570,Wesley Cathederal Clinic,Adum,Kumasi Metropolitan,Ashanti,6.69362,-1.62325,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
571,Wilben Dental Clinic,Dr. Mensah - Ash Town,Kumasi Metropolitan,Ashanti,6.70013,-1.61951,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
572,Wisdom Hospital,Dichemso,Kumasi Metropolitan,Ashanti,6.70875,-1.61056,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
573,Yeji Medical Clinic,Bremang,Kumasi Metropolitan,Ashanti,6.74085,-1.64022,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
574,Yentumi Boitey Memorial Clinic,Susanso,Kumasi Metropolitan,Ashanti,6.68684,-1.58501,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
575,Zion Hill Clinic,Zone 5 - Suame,Kumasi Metropolitan,Ashanti,6.72267,-1.63107,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
576,Zongo Hill Clinic,Manhyia Zongo,Kumasi Metropolitan,Ashanti,6.70043,-1.61371,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
577,Kumasi Nurses/Midwifery Training School,Kumasi,Kumasi Metropolitan,Ashanti,6.4148,-1.37507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
578,Kwadaso Nurses Training College,Kwadaso,Kumasi Metropolitan,Ashanti,6.4148,-1.37507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
579,Kumasi Ear Nose & Throat,Kumasi,Kumasi Metropolitan,Ashanti,6.4148,-1.37507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
580,Kumasi Anasthesia,Kumasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
581,Premier Nursing School (General Nursing),Kumasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Training Institution
582,Asawasi Boakye Dunkwa Hospital,Asawasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
583,Effah Hospital,Buokrom Estate,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
584,Moshie Zongo Russia Clinic,Moshie Zongo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
585,Ashanti Town Clinic,Ashanti Town,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
586,Asawasi Nyame Ye Maternity Home,Asawasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
587,Allen Hospital,Dichemso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
588,Ghana Legion Clinic,New Zongo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
589,New Asawasi Clinic,Asawasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
590,Bomso Clinic,Bomso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
591,Muslim Homeopathic Clinic,Boadi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
592,Allen's Clinic,Ahensan,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
593,Ayigya Clinic,Ayigya,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
594,Born Again Homeopathic,Adukrom,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
595,Homeopathic Clinic,Nsene,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
596,Maud Maternity Home,Ahensan,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
597,Amansie Enterprise Clinic,,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
598,John Bitar Company Clinic,Ahensan,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
599,Bosomtwi Clinic,Aboabo Akorem,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
600,Atonsu-Agogo Clinic,Anloga,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
601,Abrepo County Hospital,Abrepo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
602,West End Clinic,Patasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
603,SDA Hospital,Kwadaso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
604,Prempeh College Clinic,Prempeh Compus,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
605,Patasi Suame Nkwanta Hospital,Patasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
606,Asafo Agyei Hospital,Daaban,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
607,Magazine Clinic,Danyame,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
608,Togbe Clinic,Adiembra,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
609,Mary Pomaa Memorial Clinic,Odeneho Kwadaso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
610,Robert Khock Health Services,Bantama,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
611,Adiebeba Hospital,Adiebeba,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
612,Ahodwo Clinic,Ahodwo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
613,Ahodwo Washie Hospital,Ahodwo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
614,Philip Maternity Home,Tanoso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
615,Hebrona Hospital,Sokoban,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
616,Agyei Eli Hospital,Sokoban,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
617,Aurora Clinic,Dakodwom,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
618,St. Anthony Homeopathic Clinic,Bohyen,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
619,St. Monica Maternity Hme,Ampabame,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
620,Amanfrom Clinic,Amanfrom,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
621,Santasi Clinic,Santasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
622,Boampong Hospital,Santasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
623,Asadu Maternity Home,Sokoban,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
624,Living Waters Maternity Home,Odeneho Kwadaso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
625,Yonkodo Maternity Home,South Suntreso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
626,UEWK Sick Bay,Tanoso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
627,Restoration Clinic,,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
628,Calvary Maternity Home,Nwamasi,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
629,Divine Maternity Home,Kwadaso Estate,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
630,Kpodo Maternity Home,Kpodo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
631,Tiwaa Acupuncture,Ohwimase,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
632,Tafo Nhyiaeso Bethel Clinic,Tafo Nhyiaeso,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
633,St. John's Clinic,Manhyia Extension,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
634,New Birth Maternity Home,Old Tafo,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
635,Neuro-Psych Hospital,Pankrono,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
636,Prisons Clinic,Adum,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
637,Amakom Clinic,Amakom,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
638,Methodist Cathederal Church Clinic,Adum,Kumasi Metropolitan,Ashanti,6.415,-1.37548,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
639,Jesus Care Voluntary Clinic,Besoro,Sekyere Afram Plains,Ashanti,7.5090674,-0.8234483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
640,Asesewa CHPS,Anyinofi,Sekyere Afram Plains,Ashanti,7.5090674,-0.8234483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
641,Dawia CHPS,Dawia,Sekyere Afram Plains,Ashanti,7.5090674,-0.8234483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
642,Funsua CHPS,Fusua,Sekyere Afram Plains,Ashanti,7.5090674,-0.8234483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
643,Hamidu CHPS,Fusua,Sekyere Afram Plains,Ashanti,7.5090674,-0.8234483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
644,Boni Clinic,Boni,Bekwai Municipal,Ashanti,6.45,-1.5833333,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
645,Birem Health Centre,Birem,Sekyere Central,Ashanti,7.2169497,-2.1843285,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
646,Calvary Health Service,,Mampong Municipal,Ashanti,7.03397,-1.24294,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
647,Yonso CHPS,Yonso,Mampong Municipal,Ashanti,7.03397,-1.24294,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CPHS
648,Kwabre District Health Directorate,Mamponteng,Kwabre,Ashanti,6.77884,-1.54569,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
649,Antoa Health Centre,Antoa,Kwabre,Ashanti,6.75748,-1.52574,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
650,African Diaspora Clinic & Maternity Home,Abirem,Kwabre,Ashanti,6.75053,-1.54224,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
651,Brofoyedru Health Centre,Brofoyedru,Afigya-Kwabre,Ashanti,6.47265,-1.37389,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
652,PACKS Hospital,Afrancho,Afigya-Kwabre,Ashanti,6.47265,-1.37389,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
653,Hilltop Hospital,Buoho,Afigya-Kwabre,Ashanti,6.47265,-1.37389,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
654,Offinso District Health Directorate,,Offinso Municipal,Ashanti,6.56309,-1.40268,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
655,Anyinasuso SDA Clinc,Anyinasuso,Offinso Municipal,Ashanti,7.0102,-1.42346,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
656,Abofour Health Centre,Abofour,Offinso Municipal,Ashanti,7.07473,-1.43587,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
657,Amoawi Community Clinic,Amoawi,Offinso Municipal,Ashanti,6.57199,-1.41169,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
658,Kwagyekrom CHPS,Kokoben,Offinso Municipal,Ashanti,7.02111,-1.46379,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
659,Ayomso Rural Clinic,Ayomso,Asunafo North Municipal,Brong Ahafo,6.76364,-2.58248,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
660,Fawohoyeden Clinic,Fawohoyeden,Asunafo North Municipal,Brong Ahafo,6.7375,-2.57282,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
661,Ayum Forest Clinic,Mim,Asunafo North Municipal,Brong Ahafo,6.90647,-2.56449,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
662,Agyei Mensah Maternity Home,Gaoso,Asunafo North Municipal,Brong Ahafo,6.80205,-2.51738,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
663,MIM Clinic,Mim,Asunafo North Municipal,Brong Ahafo,6.91361,-2.56503,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
664,District Assembly Maternity Home,Mim,Asunafo North Municipal,Brong Ahafo,6.9004,-2.5589,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
665,Goaso Hospital,Goaso,Asunafo North Municipal,Brong Ahafo,6.8057,-2.52181,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
666,Dankwa Maternity Home,Kasapin,Asunafo North Municipal,Brong Ahafo,6.94324,-2.80505,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
667,Church of Pentecost Clinic,Kasapin,Asunafo North Municipal,Brong Ahafo,6.94076,-2.81154,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
668,Ampenkro Health Centre,Ampenkro,Asunafo North Municipal,Brong Ahafo,6.94356,-2.76328,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Centre
669,Asunafo North District Health Directorate,Goaso,Asunafo North Municipal,Brong Ahafo,6.8057,-2.52181,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
670,Asumura Rural Clinic,Asumura,Asunafo North Municipal,Brong Ahafo,6.69184,-2.56169,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
671,Akrodie Health Centre,Akrodie,Asunafo North Municipal,Brong Ahafo,6.69505,-2.5569,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
672,Kukuom Health Centre,Kukuom,Asunafo South,Brong Ahafo,6.69659,-2.43872,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
673,Kwapong Rural Clinic,Kwapong,Asunafo South,Brong Ahafo,6.6227,-2.47506,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
674,Vic Maternity Home,Norbeko,Asunafo South,Brong Ahafo,6.6507,-2.42445,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
675,Sankore Health Centre,Sankore,Asunafo South,Brong Ahafo,6.50285,-2.5017,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
676,Kokooso  Rural Clinic,Kokooso,Asunafo South,Brong Ahafo,6.64344,-2.58633,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
677,Abuom Rural Clinic,Abuom,Asunafo South,Brong Ahafo,6.61944,-2.70631,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
678,Asarekrom Rural Clinic,Asarekrom,Asunafo South,Brong Ahafo,6.57574,-2.63918,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
679,Acherensua Health Centre,Acherensua,Asutifi,Brong Ahafo,6.98211,-2.32174,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
680,Dadiesoaba Health Centre,Dadiesoaba,Asutifi,Brong Ahafo,6.77932,-2.41997,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
681,Sienkyemu Rural Clinic,Siekyemu,Asutifi,Brong Ahafo,6.70723,-2.39529,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
682,Nyameadom Maternity  Home,Twabidi No.1,Asutifi,Brong Ahafo,6.83205,-2.362,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
683,Gambia No1 Rural Clinic,Gambia  No.1,Asutifi,Brong Ahafo,7.0378,-2.6357,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
684,Gyedu Health Center,Gyedu,Asutifi,Brong Ahafo,7.06875,-2.3248,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
685,Nkasiem Community Clinic,Nkasiem,Asutifi,Brong Ahafo,6.86509,-2.44891,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
686,St.Elizabeth Hospital,Hwidiem,Asutifi,Brong Ahafo,6.93279,-2.35805,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
687,St. Elizabeth Maternity Home,Nkensere,Asutifi,Brong Ahafo,6.99387,-2.53687,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
688,Esther Nyarko Maternity Home,Kenyasi,Asutifi,Brong Ahafo,6.98035,-2.38637,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
689,Kenyasi Health Centre,Kenyasi,Asutifi,Brong Ahafo,6.97533,-2.3857,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
690,Asutifi District Health Directorate,Kenyasi,Asutifi,Brong Ahafo,6.97533,-2.3857,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
